tag	i	q	k	actual
gamma	756	0.998690	5.233	2
gamma	757	0.998720	5.113	4
gamma	758	0.998760	4.954	4
gamma	759	0.998785	4.854	1
gamma	760	0.998795	4.814	1
gamma	761	0.998805	4.774	1
gamma	762	0.998825	4.694	3
gamma	763	0.998845	4.615	1
gamma	764	0.998860	4.555	2
gamma	765	0.998885	4.455	3
gamma	766	0.998910	4.355	2
gamma	767	0.998935	4.255	3
gamma	768	0.998960	4.156	2
gamma	769	0.998985	4.056	3
gamma	770	0.999015	3.936	3
gamma	771	0.999040	3.836	2
gamma	772	0.999060	3.756	2
gamma	773	0.999080	3.677	2
gamma	774	0.999095	3.617	1
gamma	775	0.999110	3.557	2
gamma	776	0.999130	3.477	2
gamma	777	0.999145	3.417	1
gamma	778	0.999160	3.357	2
gamma	779	0.999175	3.297	1
gamma	780	0.999185	3.257	1
gamma	781	0.999205	3.177	3
gamma	782	0.999225	3.098	1
gamma	783	0.999240	3.038	2
gamma	784	0.999260	2.958	2
gamma	785	0.999280	2.878	2
gamma	786	0.999300	2.798	2
gamma	787	0.999315	2.738	1
gamma	788	0.999325	2.698	1
gamma	789	0.999340	2.638	2
gamma	790	0.999355	2.578	1
gamma	791	0.999365	2.538	1
gamma	792	0.999380	2.478	2
gamma	793	0.999395	2.419	1
gamma	794	0.999410	2.359	2
gamma	795	0.999425	2.299	1
gamma	796	0.999435	2.259	1
gamma	797	0.999445	2.219	1
gamma	798	0.999460	2.159	2
gamma	799	0.999475	2.099	1
gamma	800	0.999485	2.059	1
gamma	801	0.999495	2.019	1
gamma	802	0.999505	1.979	1
gamma	803	0.999515	1.939	1
gamma	804	0.999525	1.899	1
gamma	805	0.999535	1.859	1
gamma	806	0.999545	1.819	1
gamma	807	0.999555	1.779	1
gamma	808	0.999565	1.739	1
gamma	809	0.999575	1.699	1
gamma	810	0.999585	1.659	1
gamma	811	0.999595	1.619	1
gamma	812	0.999605	1.579	1
gamma	813	0.999615	1.539	1
gamma	814	0.999625	1.499	1
gamma	815	0.999635	1.459	1
gamma	816	0.999645	1.419	1
gamma	817	0.999655	1.380	1
gamma	818	0.999665	1.340	1
gamma	819	0.999675	1.300	1
gamma	820	0.999685	1.260	1
gamma	821	0.999695	1.220	1
gamma	822	0.999705	1.180	1
gamma	823	0.999715	1.140	1
gamma	824	0.999725	1.100	1
gamma	825	0.999735	1.060	1
gamma	826	0.999745	1.020	1
gamma	827	0.999755	0.980	1
gamma	828	0.999765	0.940	1
gamma	829	0.999775	0.900	1
gamma	830	0.999785	0.860	1
gamma	831	0.999795	0.820	1
gamma	832	0.999805	0.780	1
gamma	833	0.999815	0.740	1
gamma	834	0.999825	0.700	1
gamma	835	0.999835	0.660	1
gamma	836	0.999845	0.620	1
gamma	837	0.999855	0.580	1
gamma	838	0.999865	0.540	1
gamma	839	0.999875	0.500	1
gamma	840	0.999885	0.460	1
gamma	841	0.999895	0.420	1
gamma	842	0.999905	0.380	1
gamma	843	0.999915	0.340	1
gamma	844	0.999925	0.300	1
gamma	845	0.999935	0.260	1
gamma	846	0.999945	0.220	1
gamma	847	0.999955	0.180	1
gamma	848	0.999965	0.140	1
gamma	849	0.999975	0.100	1
gamma	850	0.999985	0.060	1
gamma	851	0.999995	0.020	1
gamma	0	0.000005	0.020	1
gamma	1	0.000015	0.060	1
gamma	2	0.000025	0.100	1
gamma	3	0.000035	0.140	1
gamma	4	0.000045	0.180	1
gamma	5	0.000055	0.220	1
gamma	6	0.000065	0.260	1
gamma	7	0.000075	0.300	1
gamma	8	0.000085	0.340	1
gamma	9	0.000095	0.380	1
gamma	10	0.000105	0.420	1
gamma	11	0.000115	0.460	1
gamma	12	0.000125	0.500	1
gamma	13	0.000135	0.540	1
gamma	14	0.000145	0.580	1
gamma	15	0.000155	0.620	1
gamma	16	0.000165	0.660	1
gamma	17	0.000175	0.700	1
gamma	18	0.000185	0.740	1
gamma	19	0.000195	0.780	1
gamma	20	0.000205	0.820	1
gamma	21	0.000215	0.860	1
gamma	22	0.000225	0.900	1
gamma	23	0.000235	0.940	1
gamma	24	0.000245	0.980	1
gamma	25	0.000255	1.020	1
gamma	26	0.000265	1.060	1
gamma	27	0.000275	1.100	1
gamma	28	0.000285	1.140	1
gamma	29	0.000295	1.180	1
gamma	30	0.000305	1.220	1
gamma	31	0.000315	1.260	1
gamma	32	0.000325	1.300	1
gamma	33	0.000335	1.340	1
gamma	34	0.000345	1.380	1
gamma	35	0.000355	1.419	1
gamma	36	0.000365	1.459	1
gamma	37	0.000375	1.499	1
gamma	38	0.000385	1.539	1
gamma	39	0.000395	1.579	1
gamma	40	0.000405	1.619	1
gamma	41	0.000415	1.659	1
gamma	42	0.000425	1.699	1
gamma	43	0.000435	1.739	1
gamma	44	0.000445	1.779	1
gamma	45	0.000455	1.819	1
gamma	46	0.000465	1.859	1
gamma	47	0.000475	1.899	1
gamma	48	0.000485	1.939	1
gamma	49	0.000495	1.979	1
gamma	50	0.000505	2.019	1
gamma	51	0.000515	2.059	1
gamma	52	0.000530	2.119	2
gamma	53	0.000545	2.179	1
gamma	54	0.000555	2.219	1
gamma	55	0.000565	2.259	1
gamma	56	0.000575	2.299	1
gamma	57	0.000585	2.339	1
gamma	58	0.000595	2.379	1
gamma	59	0.000610	2.439	2
gamma	60	0.000630	2.518	2
gamma	61	0.000645	2.578	1
gamma	62	0.000660	2.638	2
gamma	63	0.000675	2.698	1
gamma	64	0.000685	2.738	1
gamma	65	0.000700	2.798	2
gamma	66	0.000715	2.858	1
gamma	67	0.000730	2.918	2
gamma	68	0.000750	2.998	2
gamma	69	0.000765	3.058	1
gamma	70	0.000775	3.098	1
gamma	71	0.000790	3.158	2
gamma	72	0.000805	3.217	1
gamma	73	0.000820	3.277	2
gamma	74	0.000845	3.377	3
gamma	75	0.000875	3.497	3
gamma	76	0.000895	3.577	1
gamma	77	0.000910	3.637	2
gamma	78	0.000935	3.737	3
gamma	79	0.000960	3.836	2
gamma	80	0.000980	3.916	2
gamma	81	0.001005	4.016	3
gamma	82	0.001025	4.096	1
gamma	83	0.001045	4.176	3
gamma	84	0.001065	4.255	1
gamma	85	0.001075	4.295	1
gamma	86	0.001085	4.335	1
gamma	87	0.001100	4.395	2
gamma	88	0.001120	4.475	2
gamma	89	0.001145	4.575	3
gamma	90	0.001170	4.675	2
gamma	91	0.001190	4.754	2
gamma	92	0.001215	4.854	3
gamma	93	0.001250	4.994	4
gamma	94	0.001290	5.153	4
gamma	95	0.001315	5.253	1
gamma	96	0.001335	5.333	3
gamma	97	0.001370	5.472	4
gamma	98	0.001400	5.592	2
gamma	99	0.001425	5.692	3
gamma	100	0.001450	5.792	2
gamma	101	0.001485	5.931	5
gamma	102	0.001530	6.111	4
gamma	103	0.001565	6.250	3
gamma	104	0.001605	6.410	5
gamma	105	0.001645	6.569	3
gamma	106	0.001680	6.709	4
gamma	107	0.001725	6.888	5
gamma	108	0.001775	7.087	5
gamma	109	0.001825	7.287	5
gamma	110	0.001875	7.486	5
gamma	111	0.001930	7.705	6
gamma	112	0.001975	7.884	3
gamma	113	0.002005	8.004	3
gamma	114	0.002040	8.143	4
gamma	115	0.002070	8.263	2
gamma	116	0.002120	8.462	8
gamma	117	0.002185	8.721	5
gamma	118	0.002250	8.980	8
gamma	119	0.002315	9.239	5
gamma	120	0.002375	9.477	7
gamma	121	0.002430	9.696	4
gamma	122	0.002480	9.895	6
gamma	123	0.002535	10.114	5
gamma	124	0.002610	10.413	10
gamma	125	0.002680	10.691	4
gamma	126	0.002725	10.870	5
gamma	127	0.002785	11.109	7
gamma	128	0.002840	11.328	4
gamma	129	0.002900	11.566	8
gamma	130	0.002970	11.845	6
gamma	131	0.003020	12.044	4
gamma	132	0.003080	12.282	8
gamma	133	0.003125	12.461	1
gamma	134	0.003175	12.660	9
gamma	135	0.003245	12.938	5
gamma	136	0.003305	13.176	7
gamma	137	0.003375	13.454	7
gamma	138	0.003455	13.772	9
gamma	139	0.003530	14.070	6
gamma	140	0.003600	14.348	8
gamma	141	0.003665	14.606	5
gamma	142	0.003735	14.884	9
gamma	143	0.003815	15.202	7
gamma	144	0.003895	15.519	9
gamma	145	0.003965	15.797	5
gamma	146	0.004015	15.996	5
gamma	147	0.004090	16.293	10
gamma	148	0.004195	16.710	11
gamma	149	0.004295	17.106	9
gamma	150	0.004395	17.503	11
gamma	151	0.004500	17.919	10
gamma	152	0.004605	18.335	11
gamma	153	0.004730	18.831	14
gamma	154	0.004850	19.306	10
gamma	155	0.004960	19.742	12
gamma	156	0.005050	20.098	6
gamma	157	0.005130	20.415	10
gamma	158	0.005225	20.791	9
gamma	159	0.005305	21.107	7
gamma	160	0.005420	21.562	16
gamma	161	0.005580	22.195	16
gamma	162	0.005735	22.808	15
gamma	163	0.005845	23.243	7
gamma	164	0.005915	23.520	7
gamma	165	0.006035	23.994	17
gamma	166	0.006205	24.666	17
gamma	167	0.006325	25.140	7
gamma	168	0.006425	25.535	13
gamma	169	0.006535	25.969	9
gamma	170	0.006645	26.403	13
gamma	171	0.006745	26.798	7
gamma	172	0.006810	27.054	6
gamma	173	0.006920	27.488	16
gamma	174	0.007055	28.021	11
gamma	175	0.007135	28.336	5
gamma	176	0.007215	28.652	11
gamma	177	0.007330	29.105	12
gamma	178	0.007460	29.617	14
gamma	179	0.007620	30.248	18
gamma	180	0.007795	30.937	17
gamma	181	0.007980	31.665	20
gamma	182	0.008215	32.590	27
gamma	183	0.008465	33.573	23
gamma	184	0.008670	34.379	18
gamma	185	0.008865	35.146	21
gamma	186	0.009060	35.912	18
gamma	187	0.009215	36.520	13
gamma	188	0.009415	37.305	27
gamma	189	0.009645	38.208	19
gamma	190	0.009805	38.835	13
gamma	191	0.009955	39.424	17
gamma	192	0.010095	39.972	11
gamma	193	0.010260	40.619	22
gamma	194	0.010520	41.637	30
gamma	195	0.010785	42.675	23
gamma	196	0.011050	43.712	30
gamma	197	0.011370	44.963	34
gamma	198	0.011680	46.174	28
gamma	199	0.011995	47.404	35
gamma	200	0.012305	48.614	27
gamma	201	0.012660	49.999	44
gamma	202	0.013010	51.363	26
gamma	203	0.013320	52.570	36
gamma	204	0.013640	53.816	28
gamma	205	0.013960	55.060	36
gamma	206	0.014230	56.110	18
gamma	207	0.014440	56.926	24
gamma	208	0.014655	57.761	19
gamma	209	0.014935	58.848	37
gamma	210	0.015305	60.283	37
gamma	211	0.015660	61.659	34
gamma	212	0.015970	62.860	28
gamma	213	0.016305	64.157	39
gamma	214	0.016720	65.762	44
gamma	215	0.017165	67.481	45
gamma	216	0.017545	68.949	31
gamma	217	0.017760	69.778	12
gamma	218	0.017980	70.627	32
gamma	219	0.018245	71.648	21
gamma	220	0.018445	72.419	19
gamma	221	0.018685	73.343	29
gamma	222	0.019030	74.671	40
gamma	223	0.019420	76.171	38
gamma	224	0.019800	77.632	38
gamma	225	0.020200	79.168	42
gamma	226	0.020540	80.472	26
gamma	227	0.020865	81.719	39
gamma	228	0.021230	83.117	34
gamma	229	0.021550	84.342	30
gamma	230	0.021845	85.471	29
gamma	231	0.022310	87.249	64
gamma	232	0.022725	88.834	19
gamma	233	0.023195	90.628	75
gamma	234	0.023925	93.410	71
gamma	235	0.024540	95.751	52
gamma	236	0.025100	97.880	60
gamma	237	0.025690	100.120	58
gamma	238	0.026370	102.698	78
gamma	239	0.026875	104.611	23
gamma	240	0.027115	105.519	25
gamma	241	0.027580	107.277	68
gamma	242	0.028150	109.430	46
gamma	243	0.028710	111.543	66
gamma	244	0.029370	114.030	66
gamma	245	0.029990	116.362	58
gamma	246	0.030640	118.805	72
gamma	247	0.031375	121.562	75
gamma	248	0.031990	123.867	48
gamma	249	0.032585	126.093	71
gamma	250	0.033310	128.802	74
gamma	251	0.034115	131.805	87
gamma	252	0.034925	134.821	75
gamma	253	0.035625	137.423	65
gamma	254	0.036245	139.725	59
gamma	255	0.036925	142.246	77
gamma	256	0.037665	144.985	71
gamma	257	0.038355	147.536	67
gamma	258	0.039165	150.524	95
gamma	259	0.039765	152.735	25
gamma	260	0.040210	154.373	64
gamma	261	0.040850	156.725	64
gamma	262	0.041440	158.891	54
gamma	263	0.041985	160.889	55
gamma	264	0.042560	162.995	60
gamma	265	0.043155	165.171	59
gamma	266	0.043720	167.234	54
gamma	267	0.044275	169.259	57
gamma	268	0.045360	173.210	160
gamma	269	0.046410	177.024	50
gamma	270	0.047325	180.341	133
gamma	271	0.048795	185.656	161
gamma	272	0.050205	190.738	121
gamma	273	0.051350	194.853	108
gamma	274	0.052315	198.313	85
gamma	275	0.053015	200.818	55
gamma	276	0.053635	203.033	69
gamma	277	0.054840	207.330	172
gamma	278	0.056130	211.918	86
gamma	279	0.056880	214.579	64
gamma	280	0.057410	216.456	42
gamma	281	0.058025	218.632	81
gamma	282	0.058960	221.935	106
gamma	283	0.059910	225.283	84
gamma	284	0.060840	228.554	102
gamma	285	0.061645	231.380	59
gamma	286	0.062275	233.587	67
gamma	287	0.063330	237.277	144
gamma	288	0.064805	242.421	151
gamma	289	0.066030	246.680	94
gamma	290	0.067015	250.096	103
gamma	291	0.068020	253.573	98
gamma	292	0.068955	256.801	89
gamma	293	0.069865	259.936	93
gamma	294	0.070855	263.338	105
gamma	295	0.072355	268.479	195
gamma	296	0.073615	272.783	57
gamma	297	0.074150	274.607	50
gamma	298	0.074530	275.901	26
gamma	299	0.074865	277.041	41
gamma	300	0.075390	278.825	64
gamma	301	0.076275	281.828	113
gamma	302	0.077645	286.465	161
gamma	303	0.079275	291.962	165
gamma	304	0.080640	296.549	108
gamma	305	0.082095	301.422	183
gamma	306	0.083525	306.194	103
gamma	307	0.084605	309.788	113
gamma	308	0.086260	315.277	218
gamma	309	0.087885	320.645	107
gamma	310	0.089700	326.616	256
gamma	311	0.091930	333.916	190
gamma	312	0.093810	340.039	186
gamma	313	0.095620	345.907	176
gamma	314	0.097340	351.460	168
gamma	315	0.099405	358.095	245
gamma	316	0.101770	365.651	228
gamma	317	0.103380	370.770	94
gamma	318	0.104450	374.161	120
gamma	319	0.105645	377.937	119
gamma	320	0.107105	382.534	173
gamma	321	0.108750	387.694	156
gamma	322	0.110825	394.171	259
gamma	323	0.112990	400.893	174
gamma	324	0.114380	405.189	104
gamma	325	0.115330	408.116	86
gamma	326	0.116425	411.481	133
gamma	327	0.117740	415.509	130
gamma	328	0.119095	419.646	141
gamma	329	0.120560	424.101	152
gamma	330	0.122365	429.567	209
gamma	331	0.124535	436.104	225
gamma	332	0.126540	442.111	176
gamma	333	0.128290	447.327	174
gamma	334	0.130120	452.755	192
gamma	335	0.132110	458.628	206
gamma	336	0.134470	465.551	266
gamma	337	0.137025	472.997	245
gamma	338	0.139490	480.130	248
gamma	339	0.141895	487.043	233
gamma	340	0.144510	494.507	290
gamma	341	0.147235	502.227	255
gamma	342	0.149845	509.566	267
gamma	343	0.152485	516.933	261
gamma	344	0.155855	526.257	413
gamma	345	0.159605	536.525	337
gamma	346	0.163180	546.209	378
gamma	347	0.167770	558.493	540
gamma	348	0.172005	569.677	307
gamma	349	0.175060	577.656	304
gamma	350	0.178275	585.972	339
gamma	351	0.181475	594.167	301
gamma	352	0.184495	601.826	303
gamma	353	0.187175	608.562	233
gamma	354	0.189490	614.334	230
gamma	355	0.192990	622.979	470
gamma	356	0.196710	632.061	274
gamma	357	0.199450	638.679	274
gamma	358	0.202350	645.618	306
gamma	359	0.206430	655.267	510
gamma	360	0.210220	664.110	248
gamma	361	0.212965	670.444	301
gamma	362	0.215910	677.171	288
gamma	363	0.218795	683.695	289
gamma	364	0.222260	691.442	404
gamma	365	0.226745	701.327	493
gamma	366	0.230500	709.479	258
gamma	367	0.233015	714.876	245
gamma	368	0.235300	719.736	212
gamma	369	0.238025	725.476	333
gamma	370	0.240580	730.805	178
gamma	371	0.242650	735.084	236
gamma	372	0.245985	741.906	431
gamma	373	0.250915	751.827	555
gamma	374	0.255075	760.047	277
gamma	375	0.258215	766.160	351
gamma	376	0.261495	772.461	305
gamma	377	0.264205	777.603	237
gamma	378	0.267055	782.947	333
gamma	379	0.271300	790.785	516
gamma	380	0.276295	799.824	483
gamma	381	0.280095	806.567	277
gamma	382	0.284665	814.523	637
gamma	383	0.291220	825.644	674
gamma	384	0.296320	834.058	346
gamma	385	0.301465	842.335	683
gamma	386	0.306345	849.991	293
gamma	387	0.309390	854.671	316
gamma	388	0.312605	859.532	327
gamma	389	0.316195	864.863	391
gamma	390	0.319970	870.357	364
gamma	391	0.324000	876.096	442
gamma	392	0.328420	882.241	442
gamma	393	0.333360	888.924	546
gamma	394	0.338520	895.697	486
gamma	395	0.343165	901.611	443
gamma	396	0.349375	909.248	799
gamma	397	0.354795	915.662	285
gamma	398	0.357675	918.974	291
gamma	399	0.360855	922.555	345
gamma	400	0.364730	926.808	430
gamma	401	0.369265	931.633	477
gamma	402	0.375460	937.959	762
gamma	403	0.380825	943.189	311
gamma	404	0.384110	946.278	346
gamma	405	0.387645	949.505	361
gamma	406	0.392710	953.955	652
gamma	407	0.399380	959.502	682
gamma	408	0.405090	963.968	460
gamma	409	0.409625	967.329	447
gamma	410	0.413750	970.244	378
gamma	411	0.419180	973.873	708
gamma	412	0.426150	978.185	686
gamma	413	0.433335	982.223	751
gamma	414	0.439020	985.126	386
gamma	415	0.443310	987.145	472
gamma	416	0.448220	989.275	510
gamma	417	0.452870	991.115	420
gamma	418	0.456810	992.538	368
gamma	419	0.460735	993.833	417
gamma	420	0.465510	995.242	538
gamma	421	0.471240	996.691	608
gamma	422	0.477200	997.921	584
gamma	423	0.482605	998.790	497
gamma	424	0.487280	999.353	438
gamma	425	0.492140	999.753	534
gamma	426	0.497875	999.982	613
gamma	427	0.504070	999.934	626
gamma	428	0.509570	999.634	474
gamma	429	0.514575	999.150	527
gamma	430	0.520560	998.309	670
gamma	431	0.526025	997.291	423
gamma	432	0.529880	996.429	348
gamma	433	0.533675	995.464	411
gamma	434	0.538185	994.168	491
gamma	435	0.543345	992.485	541
gamma	436	0.548455	990.608	481
gamma	437	0.552965	988.779	421
gamma	438	0.557725	986.671	531
gamma	439	0.562865	984.192	497
gamma	440	0.566835	982.132	297
gamma	441	0.572520	978.963	840
gamma	442	0.579360	974.808	528
gamma	443	0.583955	971.806	391
gamma	444	0.588165	968.908	451
gamma	445	0.592430	965.827	402
gamma	446	0.597085	962.298	529
gamma	447	0.601775	958.567	409
gamma	448	0.606470	954.657	530
gamma	449	0.611555	950.222	487
gamma	450	0.616340	945.860	470
gamma	451	0.620705	941.721	403
gamma	452	0.624465	938.034	349
gamma	453	0.628090	934.372	376
gamma	454	0.632115	930.183	429
gamma	455	0.637430	924.452	634
gamma	456	0.642985	918.221	477
gamma	457	0.648550	911.732	636
gamma	458	0.653865	905.302	427
gamma	459	0.658255	899.821	451
gamma	460	0.662690	894.128	436
gamma	461	0.667020	888.417	430
gamma	462	0.671165	882.810	399
gamma	463	0.676010	876.082	570
gamma	464	0.682200	867.213	668
gamma	465	0.688595	857.728	611
gamma	466	0.692910	851.143	252
gamma	467	0.696510	845.535	468
gamma	468	0.700850	838.637	400
gamma	469	0.704365	832.940	303
gamma	470	0.708105	826.769	445
gamma	471	0.712940	818.626	522
gamma	472	0.718000	809.904	490
gamma	473	0.722705	801.610	451
gamma	474	0.726685	794.456	345
gamma	475	0.730065	788.280	331
gamma	476	0.733670	781.593	390
gamma	477	0.737110	775.115	298
gamma	478	0.740670	768.312	414
gamma	479	0.744110	761.641	274
gamma	480	0.747260	755.450	356
gamma	481	0.752195	745.591	631
gamma	482	0.756935	735.938	317
gamma	483	0.760665	728.215	429
gamma	484	0.764625	719.894	363
gamma	485	0.768245	712.178	361
gamma	486	0.771595	704.945	309
gamma	487	0.774755	698.039	323
gamma	488	0.777750	691.420	276
gamma	489	0.781665	682.659	507
gamma	490	0.785845	673.171	329
gamma	491	0.789345	665.118	371
gamma	492	0.793515	655.396	463
gamma	493	0.797840	645.165	402
gamma	494	0.801275	636.933	285
gamma	495	0.803820	630.774	224
gamma	496	0.806875	623.311	387
gamma	497	0.811520	611.821	542
gamma	498	0.815865	600.917	327
gamma	499	0.820070	590.221	514
gamma	500	0.824685	578.319	409
gamma	501	0.827675	570.516	189
gamma	502	0.830690	562.576	414
gamma	503	0.834195	553.255	287
gamma	504	0.837055	545.576	285
gamma	505	0.839785	538.185	261
gamma	506	0.842045	532.021	191
gamma	507	0.844580	525.058	316
gamma	508	0.847325	517.461	233
gamma	509	0.849160	512.349	134
gamma	510	0.850615	508.276	157
gamma	511	0.852790	502.157	278
gamma	512	0.855660	494.024	296
gamma	513	0.858735	485.237	319
gamma	514	0.861465	477.372	227
gamma	515	0.864085	469.768	297
gamma	516	0.866520	462.652	190
gamma	517	0.868315	457.376	169
gamma	518	0.870115	452.060	191
gamma	519	0.872085	446.211	203
gamma	520	0.874115	440.152	203
gamma	521	0.875915	434.752	157
gamma	522	0.878290	427.587	318
gamma	523	0.880755	420.103	175
gamma	524	0.882730	414.071	220
gamma	525	0.884865	407.516	207
gamma	526	0.887195	400.320	259
gamma	527	0.889780	392.286	258
gamma	528	0.892705	383.131	327
gamma	529	0.895025	375.821	137
gamma	530	0.896245	371.960	107
gamma	531	0.897200	368.929	84
gamma	532	0.898255	365.572	127
gamma	533	0.899420	361.855	106
gamma	534	0.900500	358.399	110
gamma	535	0.901830	354.131	156
gamma	536	0.903715	348.057	221
gamma	537	0.905455	342.425	127
gamma	538	0.906920	337.664	166
gamma	539	0.908825	331.448	215
gamma	540	0.911040	324.184	228
gamma	541	0.913230	316.964	210
gamma	542	0.914945	311.283	133
gamma	543	0.916230	307.010	124
gamma	544	0.917555	302.591	141
gamma	545	0.919065	297.538	161
gamma	546	0.920500	292.719	126
gamma	547	0.921795	288.356	133
gamma	548	0.923490	282.625	206
gamma	549	0.924940	277.704	84
gamma	550	0.925895	274.454	107
gamma	551	0.926935	270.906	101
gamma	552	0.927940	267.469	100
gamma	553	0.928955	263.990	103
gamma	554	0.930185	259.763	143
gamma	555	0.931565	255.007	133
gamma	556	0.932940	250.252	142
gamma	557	0.934760	243.935	222
gamma	558	0.936385	238.273	103
gamma	559	0.937375	234.812	95
gamma	560	0.938100	232.274	50
gamma	561	0.938880	229.537	106
gamma	562	0.939815	226.251	81
gamma	563	0.940785	222.834	113
gamma	564	0.942180	217.907	166
gamma	565	0.943465	213.355	91
gamma	566	0.944620	209.252	140
gamma	567	0.945720	205.335	80
gamma	568	0.946740	201.693	124
gamma	569	0.947685	198.313	65
gamma	570	0.948335	195.983	65
gamma	571	0.949005	193.578	69
gamma	572	0.949675	191.170	65
gamma	573	0.950250	189.100	50
gamma	574	0.950985	186.450	97
gamma	575	0.951830	183.399	72
gamma	576	0.952595	180.631	81
gamma	577	0.953450	177.532	90
gamma	578	0.954330	174.337	86
gamma	579	0.955185	171.226	85
gamma	580	0.955970	168.365	72
gamma	581	0.956670	165.810	68
gamma	582	0.957350	163.324	68
gamma	583	0.957985	160.999	59
gamma	584	0.958510	159.074	46
gamma	585	0.958985	157.331	49
gamma	586	0.959535	155.310	61
gamma	587	0.960105	153.214	53
gamma	588	0.960685	151.077	63
gamma	589	0.961370	148.551	74
gamma	590	0.962255	145.281	103
gamma	591	0.963125	142.061	71
gamma	592	0.964015	138.760	107
gamma	593	0.965020	135.026	94
gamma	594	0.965885	131.805	79
gamma	595	0.966690	128.802	82
gamma	596	0.967450	125.962	70
gamma	597	0.968035	123.773	47
gamma	598	0.968620	121.581	70
gamma	599	0.969335	118.899	73
gamma	600	0.969950	116.588	50
gamma	601	0.970365	115.027	33
gamma	602	0.970875	113.107	69
gamma	603	0.971640	110.223	84
gamma	604	0.972360	107.504	60
gamma	605	0.972775	105.935	23
gamma	606	0.972940	105.311	10
gamma	607	0.973380	103.646	78
gamma	608	0.973985	101.353	43
gamma	609	0.974530	99.285	66
gamma	610	0.975140	96.968	56
gamma	611	0.975565	95.352	29
gamma	612	0.976050	93.506	68
gamma	613	0.976670	91.143	56
gamma	614	0.977205	89.102	51
gamma	615	0.977710	87.173	50
gamma	616	0.978185	85.356	45
gamma	617	0.978650	83.577	48
gamma	618	0.979085	81.910	39
gamma	619	0.979500	80.319	44
gamma	620	0.979805	79.149	17
gamma	621	0.980080	78.093	38
gamma	622	0.980425	76.767	31
gamma	623	0.980730	75.595	30
gamma	624	0.981090	74.210	42
gamma	625	0.981430	72.901	26
gamma	626	0.981810	71.436	50
gamma	627	0.982240	69.778	36
gamma	628	0.982620	68.312	40
gamma	629	0.982955	67.018	27
gamma	630	0.983260	65.839	34
gamma	631	0.983615	64.466	37
gamma	632	0.983945	63.189	29
gamma	633	0.984275	61.911	37
gamma	634	0.984585	60.710	25
gamma	635	0.984860	59.643	30
gamma	636	0.985090	58.751	16
gamma	637	0.985310	57.897	28
gamma	638	0.985555	56.945	21
gamma	639	0.985805	55.974	29
gamma	640	0.986085	54.885	27
gamma	641	0.986375	53.757	31
gamma	642	0.986615	52.823	17
gamma	643	0.986740	52.337	8
gamma	644	0.986890	51.753	22
gamma	645	0.987085	50.993	17
gamma	646	0.987300	50.155	26
gamma	647	0.987485	49.433	11
gamma	648	0.987580	49.063	8
gamma	649	0.987690	48.634	14
gamma	650	0.987845	48.029	17
gamma	651	0.988100	47.034	34
gamma	652	0.988405	45.842	27
gamma	653	0.988650	44.885	22
gamma	654	0.988890	43.946	26
gamma	655	0.989190	42.773	34
gamma	656	0.989490	41.598	26
gamma	657	0.989695	40.795	15
gamma	658	0.989945	39.816	35
gamma	659	0.990235	38.679	23
gamma	660	0.990425	37.933	15
gamma	661	0.990610	37.207	22
gamma	662	0.990795	36.481	15
gamma	663	0.990930	35.951	12
gamma	664	0.991030	35.558	8
gamma	665	0.991130	35.165	12
gamma	666	0.991260	34.654	14
gamma	667	0.991400	34.104	14
gamma	668	0.991570	33.436	20
gamma	669	0.991745	32.747	15
gamma	670	0.991910	32.098	18
gamma	671	0.992040	31.587	8
gamma	672	0.992175	31.055	19
gamma	673	0.992370	30.287	20
gamma	674	0.992560	29.539	18
gamma	675	0.992730	28.869	16
gamma	676	0.992865	28.336	11
gamma	677	0.992950	28.001	6
gamma	678	0.993035	27.666	11
gamma	679	0.993140	27.252	10
gamma	680	0.993265	26.759	15
gamma	681	0.993380	26.305	8
gamma	682	0.993505	25.811	17
gamma	683	0.993670	25.160	16
gamma	684	0.993785	24.705	7
gamma	685	0.993855	24.429	7
gamma	686	0.993950	24.054	12
gamma	687	0.994075	23.560	13
gamma	688	0.994225	22.967	17
gamma	689	0.994325	22.571	3
gamma	690	0.994415	22.215	15
gamma	691	0.994530	21.760	8
gamma	692	0.994620	21.404	10
gamma	693	0.994730	20.969	12
gamma	694	0.994860	20.454	14
gamma	695	0.995000	19.900	14
gamma	696	0.995115	19.445	9
gamma	697	0.995205	19.088	9
gamma	698	0.995305	18.692	11
gamma	699	0.995410	18.276	10
gamma	700	0.995505	17.899	9
gamma	701	0.995600	17.523	10
gamma	702	0.995695	17.146	9
gamma	703	0.995805	16.710	13
gamma	704	0.995910	16.293	8
gamma	705	0.995980	16.015	6
gamma	706	0.996045	15.757	7
gamma	707	0.996110	15.499	6
gamma	708	0.996155	15.321	3
gamma	709	0.996230	15.023	12
gamma	710	0.996330	14.626	8
gamma	711	0.996420	14.269	10
gamma	712	0.996510	13.911	8
gamma	713	0.996585	13.613	7
gamma	714	0.996635	13.415	3
gamma	715	0.996665	13.296	3
gamma	716	0.996720	13.077	8
gamma	717	0.996815	12.699	11
gamma	718	0.996915	12.302	9
gamma	719	0.997010	11.924	10
gamma	720	0.997080	11.646	4
gamma	721	0.997130	11.447	6
gamma	722	0.997190	11.208	6
gamma	723	0.997250	10.970	6
gamma	724	0.997330	10.651	10
gamma	725	0.997405	10.353	5
